Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Price in Rupees
"Infinix Note 4 (Ice Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Champagne Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Milan Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Hot 4 Pro (Bordeaux Red, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Magic Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Quartz Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Smart 2 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix Smart 2 (Serene Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"3,999"
"Infinix HOT 6 Pro (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Magic Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (City Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix Hot S3 (Topaz Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Topaz Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Blush Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Blush Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"19,999"
"Infinix Zero 5 (Bordeaux Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Sandstone Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Champagne Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Note 4 (Ice Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Champagne Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Milan Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Hot 4 Pro (Bordeaux Red, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Magic Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Quartz Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Smart 2 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix Smart 2 (Serene Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"3,999"
"Infinix HOT 6 Pro (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Magic Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (City Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix Hot S3 (Topaz Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Topaz Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Blush Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Blush Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"19,999"
"Infinix Zero 5 (Bordeaux Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Sandstone Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Champagne Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Note 4 (Ice Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Champagne Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Milan Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Hot 4 Pro (Bordeaux Red, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Magic Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Quartz Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Smart 2 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix Smart 2 (Serene Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"3,999"
"Infinix HOT 6 Pro (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Magic Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (City Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix Hot S3 (Topaz Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Topaz Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Blush Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Blush Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"19,999"
"Infinix Zero 5 (Bordeaux Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Sandstone Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Champagne Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Note 4 (Ice Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Champagne Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Milan Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Hot 4 Pro (Bordeaux Red, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Magic Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Quartz Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Smart 2 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix Smart 2 (Serene Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"3,999"
"Infinix HOT 6 Pro (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Magic Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (City Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix Hot S3 (Topaz Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Topaz Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Blush Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Blush Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"19,999"
"Infinix Zero 5 (Bordeaux Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Sandstone Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Champagne Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Note 4 (Ice Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Champagne Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Milan Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
